id,Success,Elapsed_time
180,True,0.9458470344543457
262,False,1.2363159656524658
247,False,0.8941309452056885
73,False,0.8464951515197754

140,False,1.7299110889434814

36,True,1.1129271984100342
245,False,2.0423948764801025
123,False,0.9445569515228271
196,False,0.8660438060760498

11,False,4.6651551723480225
163,True,3.8367652893066406
132,True,4.31398606300354

280,False,4.40457010269165
48,False,9.16160774230957
71,True,9.307635068893433
146,False,11.98378586769104

198,False,8.91032600402832
79,True,3.4588000774383545
46,False,3.3300399780273438
163,False,2.696439027786255
84,True,2.0046441555023193
183,False,2.9851388931274414
132,False,6.82584810256958
7,True,4.386928081512451

201,True,1.156369924545288
109,False,5.5419721603393555


38,True,15.25630807876587
139,True,3.8394999504089355
43,False,5.068979978561401
91,False,7.247457981109619

104,True,4.343379735946655
84,True,2.6881661415100098
79,True,3.3463351726531982
7,True,3.5255911350250244
139,False,4.005917072296143
46,False,7.138410806655884
228,True,2.469391107559204

281,True,2.0713770389556885
20,False,1.0732691287994385
114,True,4.4565346240997314

237,True,3.285238027572632
25,False,5.132339239120483

228,True,4.265640020370483
218,True,2.7998600006103516
235,False,2.757962942123413
8,False,2.988036870956421

281,True,3.9579739570617676
84,False,3.2320330142974854
79,True,3.593514919281006
237,False,8.39861798286438
104,False,3.034899950027466
7,True,2.0770020484924316
228,False,6.172145128250122
114,True,3.7106988430023193
119,False,2.7777440547943115
223,True,3.0013952255249023

151,False,4.047672986984253

93,False,6.14354681968689
210,False,10.772984981536865
128,False,4.838565826416016
20,True,4.701844930648804

79,False,4.882769823074341
281,True,9.171846866607666
7,False,5.175870180130005
223,True,3.76713490486145
114,False,4.851768732070923
84,False,3.0794899463653564
46,True,2.593438148498535
163,True,2.727710008621216
104,True,5.026103973388672
140,True,4.535238742828369
135,True,2.647406816482544
232,True,3.6094510555267334
260,True,3.545419931411743
228,False,5.661020755767822
20,True,4.111587047576904
183,True,2.906682014465332
44,True,4.728867769241333
218,False,6.408227205276489
11,True,5.360487222671509
209,True,3.541821002960205
119,False,4.309257984161377
132,True,2.3741567134857178
139,True,3.000844955444336
219,False,6.461289882659912
191,False,5.252538681030273
162,False,18.573068857192993
73,False,8.273361921310425
196,True,5.264040231704712
67,False,3.3696539402008057
247,False,3.801560163497925
81,False,5.1765217781066895
123,False,8.438082933425903
106,True,4.648098945617676
83,False,5.3834638595581055
143,True,3.225825071334839
37,False,8.124917030334473
66,False,7.04395318031311
127,False,8.913527727127075
262,False,3.768141031265259

184,True,1.5863680839538574


9,False,2.1400539875030518
180,False,3.3550021648406982

234,False,3.1961071491241455
85,False,4.408998966217041

163,True,1.3019237518310547

163,True,1.3019237518310547


